"AKT1" "AKT2" "AKT3" "APC" "APC2" "ARAF" "AXIN1" "AXIN2" "BRAF" "BRCA1" "BRCA2" "CCND1" "CDK4" "CDK6" "CDKN1A" "CSNK1A1" "CSNK1A1L" "CTNNB1" "DLL1" "DLL3" "DLL4" "DVL1" "DVL2" "DVL3" "E2F1" "E2F2" "E2F3" "EGF" "EGFR" "ERBB2" "ESR1" "ESR2" "FGF1" "FGF10" "FGF11" "FGF12" "FGF13" "FGF14" "FGF17" "FGF18" "FGF19" "FGF2" "FGF21" "FGF23" "FGF3" "FGF4" "FGF5" "FGF7" "FGF8" "FGF9" "FGFR1" "FLT4" "FOS" "FRAT1" "FRAT2" "FZD1" "FZD10" "FZD2" "FZD3" "FZD4" "FZD5" "FZD6" "FZD7" "FZD8" "FZD9" "GRB2" "GSK3B" "HES1" "HES5" "HEY1" "HEY2" "HEYL" "HRAS" "IGF1" "IGF1R" "JAG1" "JAG2" "JUN" "KIT" "KRAS" "LEF1" "LRP5" "LRP6" "MAP2K1" "MAP2K2" "MAPK1" "MAPK3" "MYC" "NCOA1" "NCOA3" "NFKB2" "NOTCH1" "NOTCH2" "NOTCH3" "NOTCH4" "NRAS" "PGR" "PIK3CA" "PIK3CB" "PIK3CD" "PIK3R1" "PIK3R2" "PIK3R3" "PTEN" "RAF1" "RB1" "RPS6KB1" "RPS6KB2" "SHC1" "SHC2" "SHC3" "SHC4" "SOS1" "SOS2" "SP1" "TCF7" "TCF7L1" "TCF7L2" "TNFSF11" "TP53" "WNT1" "WNT10A" "WNT10B" "WNT11" "WNT16" "WNT2" "WNT2B" "WNT3" "WNT3A" "WNT4" "WNT5A" "WNT5B" "WNT6" "WNT7A" "WNT7B" "WNT8A" "WNT8B" "WNT9A" "WNT9B"
"TCGA-AR-A0TU" -0.879875 -0.0957857143 -0.86 -0.703875 -0.8131 -0.90425 0.102875 -1.8231 1.7105 -2.83625 0.78525 -2.1210833333 -0.4863 -2.3609 -1.7609285714 -1.3105 -0.0493333333 1.332 0.433875 0.378125 1.632 -0.3873333333 -0.2081666667 0.04475 0.63175 0.06925 1.028 -1.73675 -0.1095 1.09575 -0.4063333333 0.0907 0.9251 -0.02125 -0.2755 -1.2004375 1.96825 0.54375 0.00125 -1.3025454545 -1.53325 0.14625 0.25425 -0.666 0.1795 -0.139375 -1.104625 0.62025 -0.41 1.67275 -1.9295909091 0.2548333333 -1.1945 0.2596666667 0.74775 0.9556 -1.9175 -1.1545 -1.9616 -1.545 -1.15 0.99375 2.6961666667 -1.9164 0.938 0.26425 -0.5506666667 0.6501 0.7005 -3.2208333333 -1.4193 1.9201666667 -0.3715 0.410625 -2.717375 -0.9181666667 1.409 -0.3766666667 2.3786666667 0.2375 -3.1235 0.154 0.4613 -0.906 0.2058333333 -0.578 -0.5635 0.8329375 0.6405 -2.1103333333 0.629 0.4603333333 0.50225 0.6143333333 1.010125 -1.065125 -2.6571666667 -0.01425 -0.23425 -0.1515 2.3228571429 0.23325 1.2076 0.7199285714 0.467 -2.4927 -0.4576666667 -0.54875 -1.1655 -1.3816 3.3238333333 3.007125 0.4225 0.1446666667 0.25525 -2.43575 1.366125 0.9172142857 0.006 0.4523333333 0.2672 0.945625 -1.43675 -0.7094 0.4355 2.12225 0.9103333333 -0.7741666667 -0.194 1.845 -2.6531 -0.04175 0.0920714286 0.1361666667 -0.5471 -0.48675 -0.0465 -0.375 0.09325
"TCGA-AR-A0U0" -0.720625 0.1653571 -1.343333 0.02125 -0.3876 -0.337 -0.37575 -1.5833 0.90625 -0.7684167 0.06325 0.1705833 -0.7978 -0.8438 1.5945 0.6326 1.098667 0.735375 0.460125 -1.5475 2.31625 0.4486667 0.1273333 0.3458333 -1.34 -0.00875 0.0019 -0.164 0.6481 1.534125 -3.208833 0.6314 1.3872 0.27125 0.186 -1.36475 -1.242625 0.36975 -0.2725 -0.5230909 -2.70325 0.38125 1.766 -1.10725 0.257 -0.165 -1.847375 1.46225 0.024 -2.564 -2.256682 0.531 -1.08475 -0.3698333 0.55975 1.4171 -2.283167 -0.9278333 -0.2918 -1.460917 -0.9027273 2.25925 -1.094833 -0.1381 0.8095 0.18275 -0.09916667 0.5839 1.47075 -3.1665 0.004 1.988167 0.7806667 0.4404375 -3.852875 1.4045 0.503 -0.7113333 -2.635 -1.211333 -2.7522 -0.6113333 -1.3793 -0.3585 0.5883333 -0.54125 -0.2831667 -0.2650625 0.7483333 -2.150667 1.09425 -0.5318333 -0.339 1.533333 1.460875 -2.788625 -2.5575 -0.12025 0.85 0.4009286 3.351714 0.250875 2.212 -0.6247857 -0.06075 -0.2455 -0.9988333 0.946 -0.20625 -1.0838 -2.425333 -0.73575 1.146 -0.2428333 0.12475 -2.681875 -2.1515 1.015857 0.261 0.6446667 0.3811 1.322625 -0.0625 0.5561 0.1203333 4.108875 0.593 -0.6753333 0.3989 1.56625 -2.058 -1.34925 0.8602857 -0.317 -0.561 -0.3405 0.1125 -0.5085 0.177375
"TCGA-AR-A0U4" -0.341375 -0.5869286 2.5015 -0.621625 0.6466 0.15825 -0.2785 -2.2745 -0.01075 -1.831583 -1.23875 -0.2915833 -0.43 -2.151 -0.8035 -1.0093 -0.6071667 -0.0714375 0.477125 0.252125 1.1985 0.0425 -0.8096667 -0.10025 -0.07825 -0.16 -0.0619 1.779375 3.8876 -0.311625 -1.5095 0.0254 0.9313 0.81425 0.1963333 -1.557 0.308375 0.145 0.0705 -0.2316364 -1.5615 -0.3565 0.22175 -0.799 0.47425 -0.453625 -1.391125 1.4455 -0.183 -2.41075 -0.8686818 0.265 -0.86975 0.2858333 0.84925 0.7144 -2.8605 -0.4966667 -2.3194 -0.7675 -0.1998182 0.0135 3.177833 -0.0877 4.225833 0.41795 0.078 -0.9631 0.5275 -1.7525 2.8939 2.677667 0.5051667 2.107125 -2.160938 1.073167 1.50525 1.585833 1.307167 -0.24375 -2.2194 -0.4665 0.7666 0.272125 0.9996667 -0.53175 -0.1608333 -0.43325 0.6521667 -1.909417 1.72475 0.1001667 0.30225 1.653167 1.736875 -0.386375 -2.525 -0.03725 0.74325 2.045929 0.5884286 -0.519 0.4353 0.5859286 -0.13625 -0.383 -0.97075 -0.0525 -0.50775 0.6942 0.1868333 -2.229875 0.35025 1.202667 0.397625 -2.43675 1.889625 0.6036429 0.74975 0.3848333 0.3143 0.553375 -2.135 -0.5909 -0.1965 3.0545 0.03533333 0.7401667 0.3196 1.918875 -1.0125 0.1855 2.157929 -0.1288333 0.0835 -0.396 0.797 -0.2395 0.075
"TCGA-AR-A1AH" -0.839125 -0.1262142857 -1.2071666667 -0.306 -0.3097 -0.3555 1.066375 -1.2716 1.30825 -0.98025 0.21525 -1.0196666667 0.5429 -1.2809 -1.3475714286 -0.28365 0.1133333333 0.3005 0.56825 -1.828625 2.135 1.7418333333 -0.7218333333 0.2936666667 -0.602 -0.661875 0.957 -1.770125 0.3788 2.595 -4.69925 -0.0796 0.8632 0.67425 0.2335 -1.198 -1.4965 -0.3935 -0.387 -1.1485454545 -2.44625 -2.9115 0.029 -0.78375 0.08425 -0.457375 -1.015875 1.48975 0.403 0.1565 2.0634090909 0.43 -0.617375 -0.3445 0.55625 1.8146 -1.4611666667 -1.9321666667 2.4734 -1.0978333333 -1.3093636364 0.315 3.872 -0.5427 0.0241666667 0.05615 -0.4641666667 -0.8006 1.3785 -2.7385 -0.6578 3.0611666667 0.9501666667 1.279125 -3.1789375 -0.5635 -0.538 1.9123333333 0.9151666667 1.698 -2.6289 -0.0361666667 1.1592 -1.2835 -0.6505 -0.948625 -1.162 -0.58 1.9335 -1.8635 0.71675 -0.691 2.62875 2.5836666667 1.86025 -0.302125 -2.7686666667 -0.4575 -0.791 -1.2654285714 1.5853571429 0.941375 2.5877 -0.5922142857 0.71375 -1.4205 -1.4315833333 -0.3835 -0.098875 -1.4183 -0.9118333333 0.243125 0.863 0.9856666667 1.1945 -3.351375 2.61125 0.5187142857 0.734 -2.01 0.0571 2.54075 -2.22675 1.1164 -0.6898333333 4.02475 0.355 -1.4476666667 0.1125 0.815875 -2.8524 -2.70175 2.6267142857 0.1088333333 0.8731 0.0195 -0.4325 -0.20275 0.241125
"TCGA-AR-A1AI" -0.68825 -0.191076923076923 -1.74816666666667 -0.323375 -0.5879 0.4645 0.2915 -2.3195 1.69725 -0.974 -0.48625 -3.1615 0.5163 -0.3862 -0.611285714285714 -0.3933 0.658666666666667 -1.0250625 1.155 -1.9565 1.08325 0.234333333333333 0.0738333333333333 0.145583333333333 -0.66325 -0.386125 0.1722 0.1145 0.2316 1.2565 -0.205583333333333 0.896333333333333 0.98965 1.213 0.183166666666667 -2.460875 -3.91742857142857 -0.329333333333333 -0.001 -0.684545454545454 -4.4335 0.25675 -0.252 -2.562 -0.108 -0.782375 -3.27 1.075 -0.1385 -0.97425 -2.02763636363636 -0.0399999999999999 -1.846625 0.144 1.54675 1.7962 -2.08283333333333 -1.84266666666667 0.9325 -2.15283333333333 -0.113 -0.599875 2.55733333333333 0.1957 0.683 0.2656 0.499833333333333 -0.2803 0.835 -3.86016666666667 -1.9599 2.38633333333333 -0.0315 0.9971875 -3.958625 0.137333333333333 0.888 0.1165 2.94466666666667 0.350333333333333 -3.1307 0.0116666666666667 0.3776 -0.700125 0.0848333333333333 0.318 -0.348333333333333 -0.289 1.30266666666667 -1.61466666666667 2.35975 -0.965833333333333 0.88325 2.11433333333333 0.883875 0.3165 -3.34533333333333 0.75225 0.486 0.585214285714286 0.692923076923077 -0.180714285714286 2.2716 -0.734142857142857 -0.213 -1.9474 -1.26616666666667 -0.55275 -0.160625 -2.0174 -1.905 1.452875 1.19825 0.558 1.152625 -2.11275 3.513125 1.85535714285714 2.04925 1.4155 0.1188 1.44225 -1.65725 0.5979 0.294666666666667 5.431125 1.00466666666667 -1.46983333333333 0.864 4.2385 -0.7084 -1.2135 0.562428571428571 -0.0476 1.3499 0.1335 1.706 -0.31075 -0.181125
"TCGA-AR-A1AJ" -0.1905 -0.8065 0.3323333333 -0.4225 -0.2912 0.292 0.56625 -0.4283 0.36725 -1.2100833333 -0.7165 0.5768333333 -0.9906 -1.3657 0.2494285714 0.0424 0.1231666667 0.9820625 0.178375 -1.318875 0.795 0.0706666667 -0.936 0.0540833333 -0.3705 0.2785 0.544 -0.557 0.4489 0.103375 -1.2220833333 0.0467 0.7797 0.64475 0.499 -0.2125 0.456125 -0.26725 -0.4825 1.3857272727 -0.8245 -0.73525 0.26225 -0.33675 0.03975 0.03425 -1.85125 3.0535 -0.48 -1.11625 -0.5457272727 0.201 1.432 0.559 0.25725 0.9144 -1.4008333333 -1.2563333333 -1.8725 -0.0256666667 -0.7750454545 -0.569125 1.5301666667 -0.5357 1.0675 0.43255 -0.073 0.2803 0.2745 -2.4948333333 1.1604 2.3916666667 -0.0075 4.12825 -2.2738125 -0.1311666667 0.754 1.44 3.6093333333 -0.048 -2.0197 -0.4983333333 0.0073 -0.3975 0.0555 -0.332625 -0.2038333333 -0.3884375 0.9511666667 -0.6463333333 0.89225 1.4123333333 0.3365 3.2351666667 1.447625 -0.72925 -2.8636666667 0.176 -0.443 1.8662142857 1.4363571429 -0.201875 1.5098 0.7036428571 -0.183 -0.5921 -1.4299166667 -0.84025 -0.043125 0.335 -0.7826666667 -0.612 0.50975 0.7806666667 0.4335 -1.108 3.06575 0.6402857143 1.401 0.0966666667 0.2957 1.78325 -0.483 0.6786 0.3853333333 5.200375 0.388 0.3276666667 0.4475 2.536625 -0.0977 -0.8435 1.5814285714 0.1236666667 0.923 -0.60575 -0.431 -0.1855 0.013625
"TCGA-AR-A1AQ" 0.055375 -0.198285714285714 -1.13483333333333 -0.283625 -0.6491 0.275 -0.019125 -0.214 0.345 -1.28608333333333 0.52025 -1.04091666666667 -0.2162 -1.9339 -0.0240714285714286 -0.6588 -0.314166666666667 0.5095625 0.721625 0.918 2.41 0.586333333333333 -0.174 1.1725 -0.9215 -0.1565 -0.402 -2.3525 -1.009 1.56275 -1.56633333333333 0.3806 1.99255 0.3325 -0.1795 -0.49 -0.346625 1.1605 0.046 -1.57627272727273 -2.06675 -2.34625 0.50025 -1.9455 0.1835 -0.0635 -2.621 1.52375 0.0145 0.2005 -1.08590909090909 0.819166666666667 -1.12325 -0.177166666666667 1.52075 0.9112 -2.26516666666667 -1.05466666666667 1.425 -1.46 -2.03086363636364 0.5995 2.39333333333333 0.5389 -0.399833333333333 0.26185 -1.051 0.3677 2.0545 -2.57683333333333 -0.4166 2.30133333333333 1.01833333333333 1.2511875 -3.1133125 0.160166666666667 0.654 -0.0261666666666667 2.17266666666667 0.40625 -1.6666 1.18416666666667 0.5962 -1.069375 -0.0943333333333333 -0.54775 -0.120333333333333 -0.7130625 0.802 -1.15458333333333 1.612 0.149833333333333 0.32425 1.38583333333333 1.209875 -0.099875 -2.65383333333333 -0.027 -0.08875 0.386285714285714 1.65057142857143 -0.032875 1.0859 0.889642857142857 -0.31 -1.4707 -1.9035 0.667 0.22875 -0.9137 -0.182833333333333 -1.135625 0.8025 0.0583333333333333 0.459625 -2.4645 2.18875 1.1665 2.518 -0.444 0.3518 2.12675 -0.0595 1.6828 -0.3154 5.825875 -0.286166666666667 -1.44933333333333 -0.1378 1.11825 -2.9538 -0.382 1.06992857142857 0.258 0.993 -0.43925 -0.3 -0.162 -0.08575
"TCGA-AR-A1AR" -0.109625 -0.867285714285714 -1.17116666666667 0.17275 -0.053 -0.1075 -0.3965 -1.1841 0.5625 -1.22433333333333 0.02725 0.418916666666667 -0.6057 -0.4154 -0.360642857142857 -0.4384 -0.656333333333333 0.237625 0.78725 -0.494375 2.35325 -0.111833333333333 -0.867666666666667 0.313833333333333 -1.255 0.41625 0.325 0.426375 1.0004 0.525 -0.62475 0.2347 1.7873 0.70125 0.993333333333333 -1.6350625 -0.91175 -0.272 -0.76125 0.127545454545455 -2.245 -1.8745 -0.062 -2.8545 0.0255 -0.668375 -3.25685714285714 3.07375 1.384 -2.6165 -1.262 0.528666666666667 1.035 0.1435 0.0815 0.69 -2.83 -0.671833333333333 -0.9759 -0.147666666666667 -0.793272727272727 0.22675 0.700833333333333 -1.0054 0.406833333333333 -0.46525 -0.0511666666666667 0.6206 3.21325 -2.63333333333333 2.704 3.02583333333333 0.488 4.0695625 -2.969625 1.25983333333333 0.1195 -0.104166666666667 4.13616666666667 0.40425 -2.1425 -0.158666666666667 -0.2243 -0.509875 0.024 0.05 -0.295166666666667 -0.2049375 0.795166666666667 -2.59033333333333 1.14175 0.4915 0.64625 2.91383333333333 2.080875 -0.1285 -2.88983333333333 0.317 0.09875 1.23107142857143 1.03121428571429 -0.135875 1.4302 0.765071428571429 -0.19425 -1.2026 -1.65183333333333 -0.88475 -0.162125 0.4857 -0.772 -3.35975 0.7535 1.289 0.62425 -2.1965 0.470125 0.488357142857143 1.90775 -0.8395 0.3397 1.285125 -1.64725 0.5946 1.3545 7.370375 0.1475 -0.265333333333333 -0.0549000000000001 3.207125 -3.2497 -1.37375 0.207 0.464333333333333 0.4971 -0.29 -0.3355 -0.8185 0.448375
"TCGA-AR-A1AY" 0.333625 0.167142857142857 0.139166666666667 0.030375 0.1375 -0.147 1.15175 -0.6479 1.01175 -1.01491666666667 -1.33475 -0.72325 0.6255 -0.8094 -1.098 -0.00375 -0.1205 2.015375 0.583625 -0.4825 0.86975 -0.825833333333333 -1.63733333333333 0.831333333333333 -0.8925 -0.3785 1.5316 -0.8035 0.4426 0.78725 -0.937916666666667 0.164888888888889 1.2128 1.162 1.0422 -1.6336875 -0.159125 1.06675 -0.0795 -0.556 -1.65325 -0.4565 0.23875 -1.46575 0.37 -0.636 -2.305 1.8745 -1.572 2.15375 -1.50595454545455 0.308666666666667 -0.739125 -1.49366666666667 -1.11075 1.9954 1.15733333333333 -2.37816666666667 0.4712 -1.25733333333333 -2.22786363636364 1.353375 1.55416666666667 2.139 0.754333333333333 -0.90225 -0.290166666666667 -0.4237 -1.3645 -0.0155 1.9519 1.98333333333333 -0.3935 1.8335 -1.2214375 -0.162333333333333 1.75075 -0.434 0.128333333333333 0.100083333333333 -2.9133 -0.319666666666667 0.8224 -0.793375 -0.322666666666667 -0.17175 -0.604166666666667 0.00950000000000002 -0.666166666666667 -0.945916666666667 0.80575 -0.0158333333333333 1.50425 -0.208833333333333 1.0515 -1.556625 -2.81466666666667 -0.12975 -0.10775 0.251928571428571 3.04342857142857 -0.116875 1.4426 -1.03128571428571 -0.10375 -2.329 -1.51775 -0.14 0.014 -2.032 1.3565 2.856625 0.90125 0.709166666666667 0.684 -2.634875 3.47275 0.0494285714285714 0.8425 -2.17233333333333 -0.5665 0.032375 -2.171625 0.9986 -0.614333333333333 4.842875 -0.329666666666667 -0.148 -0.6939 2.88025 -0.486 -0.809 1.11057142857143 -0.466666666666667 -0.1488 0.31175 0.773 0.4565 0.178875
"TCGA-B6-A0I2" -1.20025 -0.226714285714286 -1.6195 -0.562 -0.4398 -1.296 0.301 -3.052 0.79075 -1.04625 0.18425 1.27166666666667 -0.7409 0.5372 -1.30335714285714 0.01905 -0.577166666666667 -0.499 0.36275 -1.647125 0.619 -0.296166666666667 -0.662166666666667 0.101583333333333 -0.39775 -0.07175 0.8417 -2.506 2.0476 1.8335 1.45391666666667 0.597333333333333 -0.1634 -0.7135 0.199 -0.5881875 -2.438625 -0.5355 0.114333333333333 -1.53881818181818 -2.30875 -2.215 0.0685 -1.95 0.542 -0.30725 -2.36485714285714 -0.0201249999999999 -0.2625 -1.96475 -1.62804545454545 0.1375 -1.28075 -0.4995 0.378 1.1867 -2.8695 -1.4435 -3.1866 0.39875 -1.60395454545455 1.527375 1.568 -2.4777 -1.56916666666667 -0.10575 0.112166666666667 1.2268 0.48625 -0.928333333333333 -0.9445 2.39916666666667 -0.732833333333333 0.5505 -2.5908125 3.3285 0.07475 -0.8865 3.74266666666667 0.479583333333333 -2.7315 0.3175 2.1725 -0.89925 -0.2665 -1.25275 -0.830833333333333 -0.0781875 1.85883333333333 -1.43941666666667 1.14025 -0.636 1.62875 2.5155 1.10225 -0.656 -2.62383333333333 0.2325 -0.1655 0.926857142857143 0.856142857142857 -0.054625 1.787 1.33057142857143 -0.91875 -1.906 -1.54733333333333 -1.51825 -0.65275 -1.8357 -2.52866666666667 -0.481875 1.022 0.398666666666667 0.425125 -2.255375 2.34825 2.21078571428571 0.98275 -1.8695 0.2755 1.33575 -0.0405 2.2565 0.193333333333333 2.399375 0.175333333333333 -0.183333333333333 0.1489 0.305375 -2.5361 -0.38925 0.0358571428571428 0.641833333333333 -0.6455 -2.16033333333333 0.2085 -0.55725 0.08175
"TCGA-B6-A0I6" -1.1455 -0.179428571428571 -0.741833333333333 0.389375 0.6136 -0.71275 -0.65175 -1.1851 0.19575 -3.3345 0.2575 -2.70775 -0.6083 -0.1618 0.629214285714286 0.09545 -0.289666666666667 0.1086875 0.95975 0.303125 0.90075 0.223833333333333 -0.554166666666667 -0.0216666666666667 -0.53725 0.53725 0.797 2.417 0.8169 0.7405 -3.56966666666667 -0.581625 2.74505 1.41725 -0.775166666666667 -1.51692307692308 0.36675 0.5085 0.917 0.737727272727273 -2.23675 0.04425 0.84875 -1.488 0.04925 -0.3135 -3.5714 2.71742857142857 -0.7775 0.366 -0.0892727272727273 0.3375 -0.21125 -1.04966666666667 0.584 1.9865 -2.21566666666667 -0.840166666666667 -0.8885 -0.424416666666667 -2.31681818181818 1.635125 2.48866666666667 1.3438 1.37566666666667 -0.7395 0.435166666666667 0.7825 1.28425 -1.66016666666667 1.6312 3.11166666666667 -0.0333333333333333 1.173875 -0.721 0.9985 0.9515 1.15216666666667 1.88866666666667 -0.16925 -1.8329 -0.461166666666667 1.4522 -0.397625 -0.109666666666667 -0.429875 -0.6825 -1.10625 0.539166666666667 -1.42741666666667 -0.35075 0.165166666666667 1.13325 2.40366666666667 1.630625 -1.082625 -3.98916666666667 0.04525 -0.10575 -0.475571428571429 2.75546153846154 0.00699999999999996 1.1729 0.430714285714286 -0.78375 -2.207 -1.23458333333333 -0.94375 -0.911125 0.8715 -1.03 -1.457625 0.32825 0.953666666666667 0.429625 -2.416625 2.523875 1.14657142857143 1.711 -1.823 0.1746 0.55725 -1.761375 1.137 0.5225 4.93442857142857 1.585 -0.1765 -0.0964 0.492125 -2.1723 0.69475 1.08885714285714 0.3776 -0.2572 1.4715 1.333 0.0535 0.082875
"TCGA-B6-A0IJ" -0.86775 -0.199857142857143 2.5745 0.260375 -0.0922 -1.589 0.139125 -2.5028 1.864 -2.31808333333333 0.7145 -0.143583333333333 -0.5792 -0.5636 -0.612 -0.0383 -0.1875 0.728375 0.482 -1.535 1.553 0.0975 -0.429666666666667 -0.0915 0.45725 1.06075 0.4849 -2.005375 0.8562 0.972125 -0.345333333333333 1.19675 0.34365 0.186 -1.27183333333333 -1.715625 1.105875 -0.12125 -0.96675 1.81436363636364 -1.81075 -2.5405 0.75725 -0.920666666666667 0.19475 -0.679375 -1.40316666666667 0.65975 -0.7155 -1.685 -0.897227272727273 0.255833333333333 -0.561 -1.06466666666667 0.65775 1.4198 -2.69116666666667 -1.18766666666667 -1.531 -1.66375 -0.69 0.908375 2.458 -0.8828 2.02583333333333 -0.16055 0.0281666666666667 0.8293 1.136 -2.47766666666667 2.1933 3.37216666666667 -0.187666666666667 1.2765625 -2.0821875 1.41083333333333 0.8285 0.668166666666667 3.1465 -0.1365 -2.6236 -0.0621666666666666 0.7598 -0.451875 -0.222666666666667 -0.561375 -0.778 0.5996875 0.7695 -1.49158333333333 0.90875 1.441 1.02125 2.94916666666667 1.380875 -0.5425 -1.178 0.3965 0.0905 1.04407142857143 1.31542857142857 0.00424999999999995 0.9013 0.593 -1.083 -0.795 -1.415 -1.23625 0.259 -1.1885 -1.69766666666667 1.30575 0.842 1.13516666666667 0.996375 -2.41875 3.52275 1.16092857142857 1.539 0.134333333333333 0.2073 1.94525 -0.8495 0.7758 -0.35025 3.880625 -0.0541666666666667 0.562166666666667 0.2742 3.226375 0.0963 -1.0425 2.7715 0.367333333333333 1.1686 -0.33325 -0.717 0.115 0.385875
"TCGA-B6-A0IQ" -1.3935 -0.3577142857 -1.6318333333 0.54175 -0.0909 -1.069 0.086 -0.9709 1.591 -0.7325 -0.16875 0.2045 0.1368 -0.444 -0.6638571429 0.0485 -0.0585 1.8853125 0.25775 -1.172125 1.2325 -0.0878333333 0.224 1.09225 -0.762 -0.501125 0.8768 -1.6985 0.4611 1.278625 -3.6960833333 0.0528 0.60335 -0.08075 -0.1538333333 -1.3095625 1.511875 -0.13775 -0.463 0.0280909091 -1.02825 -3.072 0.2745 -1.29375 0.216 -0.477125 -0.773 0.18925 0.129 2.90825 1.0348636364 0.1833333333 -1.535875 -0.2498333333 1.16725 1.4398 -1.595 -0.567 1.4064 -0.9786666667 -1.6462727273 0.32675 3.9901666667 0.2695 0.4128333333 -0.389 -0.0253333333 1.6332 3.1265 0.9038333333 2.6215 3.0763333333 0.0166666667 -0.002625 -1.6748125 -0.2231666667 -0.035 1.5673333333 4.504 -0.2594166667 -3.0567 0.1121666667 1.1911 -1.04275 -0.2385 -1.36225 -0.3716666667 -0.122125 1.1158333333 -2.1129166667 -0.08025 0.8723333333 0.316 3.9878333333 2.165 -1.498125 -2.7895 0.09275 -1.11825 -0.594 0.7962857143 0.065375 1.5317 0.2129285714 -0.4885 -2.722 -1.2378333333 -1.6195 0.139875 0.8853 0.5203333333 0.6925 0.056 0.637 0.767125 -2.84875 2.220125 1.0451428571 -0.001 -1.7455 -0.0607 1.882125 -1.322125 1.1915 0.1946666667 2.521 -0.2178333333 -0.5178333333 0.3316 2.84075 -2.0797 0.92775 2.2295714286 -0.1931666667 -0.2295 -0.068 0.6825 -0.47825 0.115375
"TCGA-B6-A0RE" -0.1635 -0.558642857142857 1.9355 0.100375 -0.3904 0.23025 -0.111375 -1.1642 1.059 -1.67483333333333 -0.821 0.51725 -0.1269 -0.3937 -0.222785714285714 -0.38825 -0.0541666666666667 0.733 0.47625 -0.5645 1.6235 0.1805 -0.136666666666667 0.822333333333333 -0.352 -1.061375 0.2581 -1.135875 0.7903 1.004375 -1.12166666666667 0.2011 2.4459 0.726 0.121666666666667 -1.53825 1.685125 -0.78775 -0.01525 0.182363636363636 -2.20675 -0.95625 -0.14675 -1.13425 0.33675 -0.034 -1.515 0.44575 -0.6485 -0.32275 -1.56754545454545 0.294166666666667 -1.745 -0.827666666666667 0.2045 1.763 -3.10683333333333 -1.78966666666667 1.5117 -1.52216666666667 -0.613045454545454 0.417375 2.92566666666667 -0.8954 0.227666666666667 0.3395 0.246166666666667 1.3873 2.22775 -1.81616666666667 1.2592 2.51866666666667 1.137 0.3064375 -1.60675 1.8145 1.323 1.1445 1.53066666666667 0.502 -3.5811 0.159833333333333 1.7422 -0.9005 0.264833333333333 -0.69475 -0.5405 -0.1591875 1.009 -1.20066666666667 1.75425 0.677333333333333 0.07825 2.4155 1.533625 -1.507 -3.12716666666667 0.25325 0.062 0.784285714285714 1.8505 0.2185 1.0365 0.597428571428572 0.21775 -1.9926 -0.258916666666667 -0.181 0.378 1.3003 1.41516666666667 3.220375 0.64125 0.732 0.727125 -1.970125 3.869 1.20207142857143 1.8705 -0.7965 0.033 0.108125 -1.6115 1.1764 0.792 4.637375 -0.0488333333333333 0.56 0.1396 3.929375 -1.0368 1.92825 0.272285714285714 0.3945 1.7706 -0.48225 -0.941 -0.0105 -0.22075
"TCGA-B6-A0RT" -0.09325 0.102214285714286 2.25716666666667 0.002625 -0.6695 -0.00525 0.46125 -0.8696 -0.08 -2.50425 -0.30075 -2.10466666666667 -0.9266 -1.4075 -0.493928571428571 -0.07715 0.0978333333333333 -0.0138125 0.814375 -0.748875 1.34575 0.7375 -0.629666666666667 0.216166666666667 -1.27525 0.926 0.2837 -0.19125 0.2006 1.133875 -1.83325 1.11311111111111 1.11345 0.42625 -0.0273333333333333 -1.7350625 0.824625 0.2645 -0.1775 0.0901818181818182 -2.42425 -0.93325 0.15175 -1.4435 0.236 -0.4405 -1.69525 2.563625 -0.299 -1.71475 -0.474909090909091 0.665333333333333 -1.465125 0.569 0.56775 1.2732 1.35433333333333 -1.03133333333333 -0.5288 -0.329916666666667 -2.03909090909091 0.476 1.2675 0.1039 0.288666666666667 0.826 0.0538333333333333 0.0348 2.4795 -2.71533333333333 -0.4699 2.4595 -0.439166666666667 4.0810625 -0.8191875 -0.338666666666667 0.87625 -0.328666666666667 1.297 -0.1975 -0.4208 -1.0255 -0.0701 -0.176125 -0.404 0.381 -0.511333333333333 -0.14175 1.32283333333333 -0.69825 1.0285 0.9415 1.28925 0.321666666666667 1.962875 -0.948875 -1.15333333333333 0.62 0.08025 2.641 1.48542857142857 -0.69575 0.8654 0.545214285714286 0.52875 -0.8914 -1.08225 -0.24025 0.28625 -0.7516 -1.32833333333333 -1.47825 0.824 0.396333333333333 0.531 0.332 2.165875 1.14992857142857 2.18175 0.524 0.8245 2.888125 0.00712499999999999 0.5948 0.307666666666667 4.4635 0.3555 -0.324 0.0767 3.90525 -2.1813 0.0815 2.31857142857143 0.744166666666667 1.0547 -0.17375 -0.4935 -0.05375 -0.233625
